Cluster_ID;Descricao_Item;Preco_Pago;Score_Risco;Preco_Justo_Estimado;Teto_Estatistico;Quantas_Vezes_Mais_Caro;Perc_Excesso;ano;unidade_gestora
5;material com estaque critico nao sendo possivel aguardar novo procedimento licitatorio conforme descrito documento da ssisnasaude;500.00;5.56;97.46;343.00;5.10;45.77;2017;
17;servico manutencao na central de alarme enderecavel combate a incendio;480.00;5.56;89.30;415.15;5.40;15.62;2021;prba
16;aquisicao de 2 dois bracos para luminaria externa conforme detalhamento enviado a serralherias para iluminacao do passeio frontal do predio;480.00;5.55;94.07;330.00;5.10;45.45;2019;prr4 regiao
14;molduras p quadro calendario de atividades;400.00;5.54;72.97;384.90;5.50;3.92;2019;prr4 regiao
7;readequacao do filtro anaerobico de agua pluvial;416.24;5.52;81.06;292.50;5.10;42.30;2019;prrs
4;suprimento para atender despesas com material de consumo;397.77;5.52;73.36;355.00;5.40;12.05;2019;prsp
13;confeccao de carimbo com numerador automatico;280.00;5.51;52.60;230.50;5.30;21.48;2016;
6;aquisicao de materiais de limpeza devido a nao entrega dos produtos pela contratada atenas;599.65;5.51;118.95;396.03;5.00;51.42;2020;prsp
16;aquisicao de pecas hidraulicas necessarias a manutencao emergencial do imovel residencial;498.00;5.51;98.75;330.00;5.00;50.91;2019;pgr
16;aquisicao de materiais utilizados na copa e nas portas dos banheiros masculino feminino e especial do 15 andar do edificio da prpr;430.98;5.51;83.37;330.00;5.20;30.60;2018;
2;aquisicao de alcool em gel;419.40;5.50;77.95;381.85;5.40;9.83;2021;prrj
2;aquisicao de alcool em gel 70;419.40;5.50;77.95;381.85;5.40;9.83;2021;prrj
0;primeira revisao do veiculo oficial s10 da prmbalsas;547.03;5.50;105.61;421.55;5.20;29.77;2016;
10;p substituicao de recipientes de sabonete liquido e de alcool gel da p rsc que se encontram danificados;344.40;5.49;75.56;181.78;4.60;89.46;2020;prsc
17;p realizacao de manutencoes eletricas na prsc;495.20;5.49;92.78;415.15;5.30;19.28;2019;prsc
12;corrente zb curta 1;218.00;5.47;40.90;185.55;5.30;17.49;2016;
16;reparo nos banheiros masculinos da prr1 material inexistente no almoxarifado;354.41;5.47;65.22;330.00;5.40;7.40;2021;prr1 regiao
19;p substituicao de pecas queimadas na prsc;359.25;5.46;67.36;308.73;5.30;16.37;2019;prsc
10;substituicao interruptor com defeitosuporte para lampadacola de silicone para rejunte e aplicadorlampada led embutir;247.86;5.46;48.56;181.78;5.10;36.35;2021;prsc
19;lampadas para prm niteroi;390.00;5.46;75.39;308.73;5.20;26.33;2020;prrj
12;tubo cobre flexivel panqueca tubo isolante polietileno e solda foscoper;251.05;5.45;48.94;185.55;5.10;35.30;2016;
15;demanda por servicos de revitalizacao de placas em acrilico as quais contem regramento de utilizacao do portico detector de metais nas recepcoes das unidades ministeriais do estado de ms;389.90;5.45;77.24;268.50;5.00;45.21;2017;
4;adquirido conforme despacho 57282018 da secretaria estadual;512.80;5.44;102.18;355.00;5.00;44.45;2018;
18;pilhas alcalinas e baterias 9v;282.86;5.44;54.20;228.78;5.20;23.64;2016;
7;aquisicao de gas de cozinha;420.00;5.44;84.61;292.50;5.00;43.59;2021;prpb
9;aquisicao de sifao spud base e acabamento de registro de gaveta necessarios para banheiros da pgr;415.57;5.43;94.40;204.85;4.40;102.87;2018;
5;aquisicao de medicamentos para area medica da prr4 em servico de pronto atendimento;450.20;5.41;88.79;343.00;5.10;31.25;2019;prr4 regiao
10;servicos de molduras de quadro;292.00;5.41;60.23;181.78;4.80;60.63;2019;prrj
14;servicos de troca de vidros no auditorio 2 x 27000;540.00;5.40;108.39;384.90;5.00;40.30;2016;
8;p realizacao de reparo na base das cadeiras do miniauditorio que estao bambas;373.08;5.40;75.87;248.54;4.90;50.11;2019;prsc
17;substituicao de reguas eletricas presentes atualmente no rack do data center da prr3 que estao apresentando falhas de alimentacao de energia;581.04;5.40;116.86;415.15;5.00;39.96;2018;
16;garrafa termica para atender a copa do 6 pavimento em razao das existentes nao estarem mantendo o cafe aquecido e tb em razao das inumeras reunioes que ocorrem no andar;359.60;5.39;68.05;330.00;5.30;8.97;2018;
18;compra de material para reparos de manutencao predial na prm monteiro;315.00;5.38;63.60;228.78;5.00;37.69;2021;prpb
15;aquisicao de porta da assessoria do gabinete para instalacao de fechadura biometrica;286.00;5.37;54.34;268.50;5.30;6.52;2019;prpb
1;aquisicao de passagens de balsa e viatura e passageiros para cumprimento de diligencia com procurador da republica e assessoria em viagem ao municipio de gurupa no arquipelago do marajo;209.71;5.36;43.61;134.35;4.80;56.09;2017;
10;borrachas diversas carimbo preto;300.00;5.35;64.21;181.78;4.70;65.03;2016;
13;itens necessarios para instalacao de novos switchs;449.50;5.35;101.61;230.50;4.40;95.01;2020;prsc
17;campanha de economia de energia;435.40;5.35;81.79;415.15;5.30;4.88;2021;prr4 regiao
9;carburador cortador de grama e mola da partida 55 65 hp;316.00;5.34;65.87;204.85;4.80;54.26;2016;
17;"deslocamento tecnico e mao de obra para remanejamento de 08 ramais
deslocamento tecnico e mao de obra para remanejamento de 02 ramais
";550.00;5.32;109.48;415.15;5.00;32.48;2016;
6;os materiais de limpeza para o mes de agosto nao foram entregues pela empresa atenasa ausencia de materiais de limpeza inviabiliza a execucao dos servicos de limpeza asseio e conservacaoalem disso a ausencia de alguns materiais compromete o protocolo de combate ao corona virus adotado pela prm;600.00;5.31;126.30;396.03;4.80;51.50;2020;prsp
16;necessidade urgente de realizar a troca da fiacao eletrica da bomba dgua da sede da pres que estava sem agua no predio inteiro;565.50;5.31;122.05;330.00;4.60;71.36;2021;pres
9;substituicao valvula mictorio;310.00;5.31;64.79;204.85;4.80;51.33;2021;prsc
19;em razao de fortes chuvas no inicio do corrente ano no municipio de irece foi constatado a queima de 01 refletor de led 100 watts dentre 03 em funcionamento razao pela qual se fez necessaria a substituicao;400.00;5.30;79.82;308.73;5.00;29.57;2020;prba
7;recarga de extintores de incendio conforme autorizacao anexa em razao da prm nao conseguido proposta valida;495.00;5.29;107.11;292.50;4.60;69.23;2021;prrj
14;aplicacao de pelicula branca jateada nos vidros da claraboia mais proxima do auditorio para melhoria da apresentacao do espaco que abrigara a galeria dos procuradoreschefes;530.00;5.28;107.20;384.90;4.90;37.70;2019;prr4 regiao
9;aquisicao de assento sanitario para uso em banheiro de pessoas com necessidades especiais;299.90;5.26;62.41;204.85;4.80;46.40;2020;prrj
6;o servidor jodeilson estava de licenca;415.58;5.25;80.17;396.03;5.20;4.94;2020;prr5 regiao
9;tabuleiro bomboniere taca inclinada bandeja garfo e vaso de vidro;317.17;5.25;66.79;204.85;4.70;54.83;2016;
1;material utilizado na obra para inauguracao da prm de sao goncalo;274.90;5.25;64.96;134.35;4.20;104.61;2017;
19;para reposicao;383.00;5.24;77.09;308.73;5.00;24.06;2020;prr4 regiao
1;servico de locacao de tenda modelo circo tamanho 20x11 para evento promovido pelo exmo procurador da republica julio jose araujo junior realizado no dia 01102019 em nova iguacu;300.00;5.23;75.92;134.35;4.00;123.30;2019;prrj
5;aquisicao de emergencial para odontologia;592.50;5.23;132.68;343.00;4.50;72.74;2019;pgr
3;aquisicao de 3 molduras para exposicao de certificados e cedulas de rupias indonesias na sede da prsc;410.00;5.23;79.19;399.45;5.20;2.64;2019;prsc
15;conserto e manutencao do porta principal de acesso da prm niteroi;300.00;5.22;58.61;268.50;5.10;11.73;2021;prrj
5;compra de material farmacologico diverso para posto medico da prrj;348.59;5.22;66.46;343.00;5.20;1.63;2016;
5;compra de material farmacologico diverso para posto medico da prrj;348.00;5.21;66.46;343.00;5.20;1.46;2016;
10;cavalete em madeira;220.00;5.21;44.08;181.78;5.00;21.03;2016;
6;aquisicao de pen drive pra atender as necessidades desta prrj;400.00;5.21;77.25;396.03;5.20;1.00;2020;prrj
10;compra de lona plastica preta 4 x 100 para servico de pintura  02 unidades;200.00;5.20;39.38;181.78;5.10;10.02;2016;
12;aquisicao de cabo p2p10 20 metros  santo angelo para uso no auditorio da prsc;240.00;5.19;48.64;185.55;4.90;29.35;2021;prsc
17;conserto de ar split do rack de informatica;450.00;5.18;88.68;415.15;5.10;8.39;2021;prrj
2;aquisicao de 50 un displays de uso para orientacoes do coronavirus na prr4 portal de pedidos n 19661  ascomprr4;450.00;5.18;89.87;381.85;5.00;17.85;2020;prr4 regiao
6;1 defletor solicitado pela pre outro pelo nmsg;498.49;5.16;101.86;396.03;4.90;25.87;2018;
4;aquisicao de pequena monta;544.00;5.13;118.04;355.00;4.60;53.24;2018;
2;tratase de aquisicao de material para adequar a procuradoria da republica em itajai a medidas de combate ao covid 19;430.00;5.13;85.67;381.85;5.00;12.61;2020;prsc
5;compra efetuada em razao da empresa vencedora da licitacao nao ter entregue os frascos de cola para atender as necessidades desta prrj;350.00;5.12;68.66;343.00;5.10;2.04;2018;
13;copias de chaves necessarias;234.00;5.12;45.49;230.50;5.10;1.52;2019;prrs
13;conserto de mesa de som behringer;280.00;5.11;57.61;230.50;4.90;21.48;2016;
16;aquisicao de vaso sanitario acoplado para substituicao de outro vaso que estava em utilizacao no banheiro suite do gabinete da prm tal aparelho substituido apresentou rachaduras e estava com sua qualidade comprometida;400.00;5.11;82.10;330.00;4.90;21.21;2021;prpi
15;portao eletronico de acesso a prm nao funcionava foi feito dois orcamentos para conserto que incluiam ajustes na cremalheira e pinhao troca de sensor de fim de curso o portao e acionado por controle remoto o controle permite manter a seguranca da prmservidores no acesso de pessoasveiculos ao abrir o portao a distancia o vigilante pode manter a seguranca do predio sem se expor;350.00;5.10;72.34;268.50;4.80;30.35;2019;prrs
19;manutencao eletriica e hidraulica necessaria devido a vazamentos e queima de reatores;400.00;5.10;83.98;308.73;4.80;29.57;2017;
12;envelope saco 24 x 34 e 18 x 25 para atender a demanda do orgao;277.00;5.09;60.81;185.55;4.60;49.29;2017;
0;oleo hidraulico para o elevador de veiculos;460.00;5.09;92.81;421.55;5.00;9.12;2021;prrj
12;compra de papel interfolha branco camelia 1000 fl  13 unidades;220.74;5.09;45.32;185.55;4.90;18.97;2016;
1;atendimento ao pedido de alocacao de jarras de inox no gabinete do procurador da republica alisson nelicio cirilo campos;266.00;5.08;64.98;134.35;4.10;97.99;2019;prsc
16;bomba de pressurizacao que resolvera o problema da baixa pressao de agua que afeta o bebedouro do 11 andar;454.00;5.08;97.55;330.00;4.70;37.58;2018;
17;aquisicao de materiais necessarios para conclusao da instalacao dos aparelhos de ar condicionado do 11 pavimento;444.00;5.07;88.50;415.15;5.00;6.95;2018;
10;lixa rolo suvinil piso e trinchas;212.37;5.07;43.00;181.78;4.90;16.83;2016;
6;atender a pequenas demandas de servicos em beneficio da prpi;412.50;5.04;83.15;396.03;5.00;4.16;2019;prpi
16;lampadas  led  bulbo  item  necessario  para  substituicao  de  lampadasqueimadas nos corredores dos pavimentos terreo e primeiro andar sem  considerar  possivelarmazenamento    de  sobra  para  estoque a  situacao  dos  ambientes  atualmente  devido  aqueima  sem  reposicao compromete  a  seguranca  e  a  iluminacao  minima  necessaria  paraviabilizar  o  transito  de  pessoas  no  localjogo de alizar necessario para se cobrir a fresta que se formou entre as duasfolhas apos a instalacao da porta camarao no banheiro pne construido na sala 217 o alisarfara  o  acabamento  que  cobrira  a  fresta  necessario  para  se  garantir  a  privacidade  do usuario do banheiro;372.72;5.03;76.75;330.00;4.90;12.95;2020;prdf
3;compra de detector de fumaca para a prm campina grande;489.80;5.03;102.78;399.45;4.80;22.62;2021;prpb
11;compra de furadeira e fita fixa forte;219.80;5.02;45.31;180.00;4.80;22.11;2019;prrj
12;compra de reator 40 w bivolt  12 unidades;300.00;5.02;68.79;185.55;4.40;61.68;2016;
15;servico de aplicacao de insulfilme nas janelas e portas de vidro da guarita;380.00;5.02;82.69;268.50;4.60;41.53;2018;
4;necessidade de manutencao da bateria e autorizacao da secretaria estadual;360.00;5.01;71.50;355.00;5.00;1.41;2021;prro
2;p afericao de temperatura corporal de quem ingressar na prsc medida adotada no ambito das medidas de prevencao ao contagio da covid19 na referida procuradoria;538.00;5.01;118.03;381.85;4.60;40.89;2020;prsc
19;conserto do projetor datashow para atender as demandas deste orgao;370.00;5.00;77.68;308.73;4.80;19.85;2017;
12;compra de calha brilhante 2 x40 m 02 unidades;221.86;5.00;46.14;185.55;4.80;19.57;2016;
15;troca de 4 fechaduras com chave por fechadura biometricas nos 2 gabinetes cpd e sala de arquivo da nova sede prm barreiras;480.00;4.99;115.53;268.50;4.20;78.77;2019;prba
1;produtos para setor de arquivos nao cobertos por licitacao;213.00;4.99;48.76;134.35;4.40;58.54;2019;prmt
19;aquisicao emergencial de lampadas tubulares de led para as salas e corredor da prmmacae;332.88;4.98;68.55;308.73;4.90;7.82;2021;prrj
10;servico de rebobinemnto com servico de torno com adaptaca para rolamento;250.00;4.98;53.92;181.78;4.60;37.53;2016;
7;contratacao de empresa especializada na recarga de extintore;460.00;4.97;103.47;292.50;4.40;57.26;2021;prmt
7;necessidade de aquisicao de agua para a prm de barra do garcas em razao de inexistencia de contrato;372.14;4.97;79.33;292.50;4.70;27.23;2018;
13;servico de confeccao de placa de homenagem;270.00;4.97;56.45;230.50;4.80;17.14;2016;
6;bomba queimada demanda urgente poderia interromper o expediente da prro nao ha contrato vigente para atender a demanda;500.00;4.96;107.35;396.03;4.70;26.25;2018;
18;material predial;288.00;4.96;60.71;228.78;4.70;25.89;2020;prr5 regiao
10;112 metros quadrados de vidro laminado 4x4 bronze;280.00;4.94;64.18;181.78;4.40;54.03;2016;
12;kit 4 rodizios de nylon;189.90;4.92;38.51;185.55;4.90;2.34;2016;
17;reparo emergencial do arcondicionado do cpd;590.00;4.92;130.98;415.15;4.50;42.12;2018;
15;servico de manutencao de porta de vidro temperado da recepcao dos servidores;300.00;4.92;62.70;268.50;4.80;11.73;2018;
12;panqueca 14 079mm tubo cobre flexivel panqueca 12 079mm tubo cobre flexivel e fita pvc 10m 5;262.02;4.91;57.81;185.55;4.50;41.21;2016;
1;fornecimento de lanche para a 16 sessao do colegio de procuradores da republica da prmg;323.57;4.91;91.51;134.35;3.50;140.84;2018;
1;aquisicao de garrafa termica em inox 20 litros para atendimento a audiencia publica realizada pela prmparagominas;268.00;4.89;68.28;134.35;3.90;99.48;2017;
12;aquisicao de transformadores para unidades com rede de 127v;256.00;4.88;56.80;185.55;4.50;37.97;2019;prba
8;"manutencao em sanitarios colagem de pisos e substituicao de lampadas queimadas no predio da prsc
 o item solvente e flanela foi solicitado pela cojud";291.30;4.87;62.20;248.54;4.70;17.20;2018;
12;placa controladora para maquina de gelo;310.00;4.87;73.55;185.55;4.20;67.07;2016;
4;aquisicao de pequena monta;522.00;4.87;118.04;355.00;4.40;47.04;2019;prmt
13;necessidade de atualizacao das placas de identificacao dos andares da prsc;385.00;4.87;91.85;230.50;4.20;67.03;2019;prsc
11;compra de pilha para os termometros fita dupla face para fixacao dos acrilicos de protecao fita demarcacao para sinalizacao;228.30;4.87;49.65;180.00;4.60;26.83;2020;prsc
16;2 duas caixas de descarga acoplada material utilizado para substituicao das caixas de descarga danificadas na nova sala da divisao de seguranca organica e transporte  disegot e do gabinete 1003 do edificiosede da prr 5 regiao;384.00;4.86;81.47;330.00;4.70;16.36;2016;
10;massa corrida pva coral e textura acrilica;243.80;4.84;53.91;181.78;4.50;34.12;2016;
7;contracao de empresa especializada em instalacao de tubulacao de gas glp para atender a cozinha do anexo ii da prrr;450.00;4.84;104.50;292.50;4.30;53.85;2018;
16;aquisicao de duas torneiras pressmatic compact de mesa para uso no banheiro masculino do 8 andar do predio sede da prpr;340.00;4.83;70.21;330.00;4.80;3.03;2017;
12;bulbo de lede;282.00;4.82;64.97;185.55;4.30;51.98;2016;
11;aquisicao de materiais para reparo de uma mesa na seraf fixacao de piso emborrachado confeccao de apoio para os pes para o gabinete medico e fita de demarcacao de solo para as escadas da portaria 23;236.20;4.81;52.58;180.00;4.50;31.22;2019;prrj
16;para execucao de servicos de pintura;360.00;4.79;76.52;330.00;4.70;9.09;2021;prrj
1;aquisicao de materiais para coffee break para o evento institucional em conjunto com a 2 ccrmpf a realizarse nos dias 17 e 1805 para 35 participantes;280.17;4.79;75.24;134.35;3.70;108.54;2018;
17;deslocamento tecnico e servicos de remanejamento ativacao e extensao de ramais;570.00;4.77;128.59;415.15;4.40;37.30;2016;
9;aquisicao dos tubos e registros de gaveta para manutencao das valvulas redutoras de pressao da pgr cimento para manutencao no acabamento das paredes da pgr e impermeabilizacao do anexo 3;341.62;4.77;82.92;204.85;4.10;66.77;2020;pgr
13;para recuperacao de plantas;290.00;4.76;64.39;230.50;4.50;25.81;2019;prr4 regiao
17;sem  os  referidos  materiais  pode  vir  a  ocorrer risco  de  incendio  devido a utilizacao  de dispositivos com carga inferior a necessaria no cpd e sala de informatica do terreo;520.45;4.75;116.69;415.15;4.50;25.36;2019;prba
15;2 duas centrais de comando rossi material utilizado para substituicao das placas dos motores dos portoes que estavam queimadas;334.40;4.75;75.06;268.50;4.50;24.54;2016;
16;manutencao da bomba schineider;474.00;4.74;109.14;330.00;4.30;43.64;2016;
2;acrilico semibrilho e colorante;389.00;4.72;82.10;381.85;4.70;1.87;2016;
16;atender a necessidade urgente de conserto em bebedouro de agua da marca europa desta prmnaipatinga;400.00;4.71;88.43;330.00;4.50;21.21;2017;
3;contratacao de servicos de impermeabilizacao na coberta de souza;400.00;4.70;84.36;399.45;4.70;0.14;2019;prpb
12;envelope saco 31 x 41 na 240 unidades;204.00;4.70;43.88;185.55;4.60;9.94;2017;
17;necessidade de remanejamento de ar condicionados para locais diversos dos anteriormente instalados devido a reforma do predio da prr1;494.00;4.69;109.38;415.15;4.50;18.99;2019;prr1 regiao
2;necessidade de armazenar oleo diesel para gerador;490.00;4.68;111.05;381.85;4.40;28.32;2021;prr4 regiao
10;aquisicao de 19 copos 264ml 8 pecas de prato raso 23cm 10 pecas garfo mesa tramontina e 6 pecas garfo bolo todos para uso na copa da prm blumenau;250.64;4.68;58.48;181.78;4.30;37.88;2019;prsc
2;compra de alcool gel para retorno as atividades presenciais na procuradoria;488.00;4.68;111.99;381.85;4.40;27.80;2020;prr4 regiao
12;compra de laminas de pvc para persianas  09 unidades;200.00;4.68;43.24;185.55;4.60;7.79;2016;
16;servico de pequena monta de manutencao de bomba dagua necessaria para fornecimento de agua para a sede da pres;450.00;4.66;105.41;330.00;4.30;36.36;2020;pres
4;despesas eventual de pequena monta sem cobertura contratual;375.00;4.66;81.42;355.00;4.60;5.63;2017;
16;aquisicao de materiais hidraulicos para manutencao predial no predio sede da prpr;409.28;4.64;92.40;330.00;4.40;24.02;2017;
10;confeccao de banner para coletiva de imprensa;225.00;4.64;51.59;181.78;4.40;23.78;2018;
8;aquisicao de dois pacotes de massa pronta  com 20kg cada dois niple paralelo crosca na medida de 114 uma valvula de descarga hidra max todos para serem utilizados no reparo do wc da ft  lj;255.88;4.63;55.87;248.54;4.60;2.95;2018;
7;aquisicao de 01 regulador de pressao e 02 niples necessarios para manutencao no sistema de glp da pgr;446.84;4.63;109.35;292.50;4.10;52.77;2021;pgr
4;informamos que apos pesquisas realizadas em diversas empresas locais de manutencao de equipamentos eletroeletronicos apenas uma trabalha com manutencao de fragmentadora a empresa oliservicesendo assim encaminho a ca para ciencia e deliberacao o orcamento em anexo da empresa informada valor do conserto r 43000;430.00;4.61;97.66;355.00;4.40;21.13;2020;prro
15;conserto das fechaduras eletronicas do tipo portao eletronico que estao instalados no portao de acesso de pedestres da prm feira garantindo mais seguranca estava sendo necessario abrir manualmente;350.00;4.60;81.08;268.50;4.30;30.35;2019;prba
9;10 dez pratos para vaso de planta 36cm material utilizado para substituicao dos pratos quebrados;265.00;4.59;61.12;204.85;4.30;29.36;2016;
16;manutencao de refrigerador com troca de pecas em carater urgente e excepcional;392.00;4.59;88.41;330.00;4.40;18.79;2018;
17;manutencao corretiva de motor gerador;450.00;4.58;100.57;415.15;4.50;8.39;2021;prrr
9;aquisicao de 01 valvula de retencao necessaria ao sistema de esgoto da pgr;385.84;4.58;104.41;204.85;3.70;88.35;2019;pgr
18;material de manutencao predial para uso na prpb;270.00;4.58;60.71;228.78;4.40;18.02;2021;prpb
13;necessidade da brigada de incendio da prms em divulgar nos diversos setores e gabinetes da unidade os mapas de emergencia rotas de fuga;340.00;4.58;83.83;230.50;4.10;47.51;2019;prms
9;aquisicao de pote casca de pinus e grama com pote para uso em vaso no segundo andar do predio sede da prpr;363.30;4.57;95.33;204.85;3.80;77.35;2020;
9;aquisicao de pote casca de pinus e grama com pote para uso em vaso no segundo andar do predio sede da prpr;363.30;4.57;95.33;204.85;3.80;77.35;2020;prpr
15;necessidade de pilhas aa para fechadura biometrica  nao possui estoque;284.42;4.56;63.11;268.50;4.50;5.93;2019;prba
18;material de manutencao predial para uso na prpb;264.50;4.56;60.71;228.78;4.40;15.62;2021;prpb
12;compra de pendrive 16 gb  06 unidades;210.00;4.53;47.87;185.55;4.40;13.18;2016;
3;compras realizadas para atender ao treinamento da area fim  curso de ciberseguranca para membros do mpf de todo o brasil;449.26;4.52;101.69;399.45;4.40;12.47;2019;prmg
9;substituicao de tampa interna de bebedouro com termostato avariado;230.00;4.52;52.11;204.85;4.40;12.28;2018;
9;aquisicao de 02 luvas de uniao em pvc soldavel dn 75 mm necessarias a manutencao das instalacoes hidraulicas da pgr;270.00;4.52;63.68;204.85;4.20;31.80;2020;pgr
15;reparo e manutencao no portao da recepcao;300.00;4.52;68.84;268.50;4.40;11.73;2020;prrj
12;kit fixador universal  40 unidades;188.00;4.51;41.86;185.55;4.50;1.32;2016;
3;o aparelho de ar condicionado da sala de equipamentos da prmpfundo apresentou problemas e precisou ser substituido com urgencia pois necessita ficar ligado dia e noite;440.00;4.50;100.45;399.45;4.40;10.15;2019;prrs
12;"ponta de prova hikari hk
baloon 1 cat 5
fonte chaveada 12v 15a
fonte chaveada 12v 2a";258.00;4.49;62.98;185.55;4.10;39.05;2016;
10;gesso em po;252.00;4.49;61.71;181.78;4.10;38.63;2016;
17;servicos de mao de obra remanejamento de 06 ramais com extensao e identificacao de ramais disponiveis no dg;490.00;4.48;114.03;415.15;4.30;18.03;2016;
13;confeccao de 07 carimbos;292.00;4.47;69.55;230.50;4.20;26.68;2016;
5;itens em falta ou prestes a acabar necessarios para o atendimento odontologico;399.60;4.46;92.68;343.00;4.30;16.50;2018;
16;servicos de conserto de refrigerador electrolux dfn42;350.00;4.46;79.96;330.00;4.40;6.06;2021;prrj
10;locacao de 30 mesas 100 cadeiras e 25 toalhas;265.00;4.46;65.66;181.78;4.00;45.78;2016;
17;aquisicao de 01 valvula de retencao vertical dn 4 necessaria par d instalacao do sistema de bombeamento da rede de aguas pluviais da pgr;439.00;4.46;100.41;415.15;4.40;5.74;2021;pgr
4;necessidade de aquisicao  de  materiais  odontologicos cujo  valor  total  e  baixo  e  portanto  nao  desperta  o  interesse  das dentais    empresas  especializadas  na  comercializacao  desses  materiais    a participarem   de   processos   licitatorios   nem   mesmo   de   apresentarem orcamentos a prr1no primeiro trimestre de 2021 a pgr tentou realizar umprocesso de registro de precos em ata para a compra desses materiais entreoutros que restou deserto;410.00;4.45;95.85;355.00;4.30;15.49;2021;prr1 regiao
3;locacao de 04 pecas escoramento com 46 m durante 300 dias;420.00;4.45;96.49;399.45;4.40;5.14;2016;
18;material para manutencao predial;261.76;4.44;60.71;228.78;4.30;14.42;2019;prr5 regiao
13;"aquisicao de borrachas para carimbos automaticos de servidores
";330.00;4.43;82.48;230.50;4.00;43.17;2018;
16;para serem utilizados na iluminacao dos mastros de bandeira instalados em frente a sede da prmcampos visto que a lei determina que a bandeira nacional deve ser iluminada durante a noite;338.00;4.42;76.41;330.00;4.40;2.42;2018;
13;servico de montagem de mobiliario;280.00;4.41;66.41;230.50;4.20;21.48;2016;
6;materiais eletricos para atender a inauguracao da prmnasao goncalo;399.20;4.41;91.11;396.03;4.40;0.80;2017;
16;conserto de bomba de agua instalada no predio da prm foz do iguacu necessidade de manter o fornecimento de agua para os banheiros copa e bebedouros do predio;430.00;4.40;104.72;330.00;4.10;30.30;2018;
6;a empresa morada responsavel pelo contrato de copeiragem da prrj nao entregou os materiais para o mes de janeiro2019;515.20;4.40;126.44;396.03;4.10;30.09;2019;prrj
16;atender demanda urgente  da assessoria de cerimonial da pgr;427.50;4.40;104.00;330.00;4.10;29.55;2017;
5;compra emergencial para odontologia;512.00;4.39;132.68;343.00;3.90;49.27;2020;pgr
3;compras realizadas para atender ao treinamento da area fim  curso de ciberseguranca para membros do mpf de todo o brasil;433.06;4.38;101.69;399.45;4.30;8.41;2019;prmg
8;p realizacao de reparo da forracao de uma mesa da prsc;318.60;4.38;77.68;248.54;4.10;28.19;2020;prsc
7;contratacao de prestacao de servicos para reparo na prm picos;400.00;4.37;100.05;292.50;4.00;36.75;2017;
13;plotagens e correcao de placas;338.00;4.37;85.78;230.50;3.90;46.64;2019;prr4 regiao
7;aquisicao de servicosmateriais sem contrato e sem arp;398.00;4.36;99.02;292.50;4.00;36.07;2019;prmt
8;aquisicao de areia cimento e madeirite para realizacao de obra na calcada da rua debret;386.40;4.35;100.44;248.54;3.80;55.46;2016;
7;pagamento de fatura 112019 e estoque;390.00;4.33;96.87;292.50;4.00;33.33;2019;prmt
3;necessidade da secao de seguranca organica e transporte bem como da brigada de incendio em aprimorar os hidrantes da prms com esguichos regulaveis ante a constatacao em vistoria de ausencia de alguns esguichos nas caixas dos hidrantes da prms;450.00;4.33;107.97;399.45;4.20;12.65;2019;prms
15;necessidade urgente de substituicao dos puxadores das portas de vidro da entrada da rua do rosario;300.00;4.32;71.27;268.50;4.20;11.73;2019;pres
12;28m de corrente 65mm;223.86;4.31;54.94;185.55;4.10;20.65;2016;
13;aquisicao de produto para uso na prm blumenau;275.00;4.29;67.41;230.50;4.10;19.31;2021;prsc
18;carregador de pilhas para uso em evento no auditorio;245.10;4.27;58.32;228.78;4.20;7.14;2018;
4;despesa de pequeno vulto nao passivel de planejamento;375.00;4.26;88.81;355.00;4.20;5.63;2018;
10;4 quatro galoes de tinta acrilica 1 um rolo 1 uma trincha 212 1 uma trincha 3 1 um galao de tinta esmalte material utilizado para demarcacao do estacionamento externo e para pintura dos mastros;282.60;4.25;77.24;181.78;3.70;55.46;2016;
2;protecao contra a covid19 na prrs;439.56;4.25;106.28;381.85;4.10;15.11;2020;prrs
7;justificase a necessidade do conserto no aparelho de ar condicionado da sala do cpd da unidade tendo em vista que nao estava fazendo a funcao de refrigeracao bem como recarga de gas o conserto foi realizado para fins de seguranca dos equipamentos de informatica da procuradoria;450.00;4.24;120.04;292.50;3.70;53.85;2020;prpr
3;autorizado pelo coordenador de administracao com anuencia do secretario estadual;414.50;4.24;98.98;399.45;4.20;3.77;2021;prro
1;compra de carimbos para o procurador chefe dr marcelo veiga beckhausen e para o procurador chefe substituto dr luiz carlos weber;220.00;4.24;61.23;134.35;3.60;63.75;2020;prr4 regiao
12;adubo 082020 sacos com 50 kg  03 unidades;210.00;4.23;51.73;185.55;4.10;13.18;2016;
7;aquisicao de materiais sem contrato e sem arp;389.55;4.23;99.02;292.50;3.90;33.18;2019;prmt
7;compra emergencial de oxigenio medicinal recarga de 03 cilindros m3;330.00;4.23;80.48;292.50;4.10;12.82;2021;pgr
12;aquisicao de tomada de sobrepor para uso na prm;189.05;4.22;44.48;185.55;4.20;1.89;2017;
10;materiais utilizados nas obras para inauguracao da prm sao goncalo exceto manta e parafuso que foram utilizados no telhado da prrj;274.90;4.21;75.00;181.78;3.70;51.23;2017;
10;troca de cabo de aco do mastro da bandeira;220.00;4.21;54.56;181.78;4.00;21.03;2019;prsp
