Cluster_Original;Descricao_Item;Preco_Pago_Real;Preco_Justo_Estimado;Quantas_Vezes_Mais_Caro;ano;unidade_gestora
10;confeccao de malotes em tecido de nylon 2;170.00;47.71;3.60;2016;
3;instalacao e configuracao de placa pedido pelo servidor da prmtfrederico antonio simoes de souza para verificacao transformacao telefonia analogica para digital na prmsinop;250.00;70.16;3.60;2016;
8;ref aos servicos de o4quatro aberturas de portas;250.00;70.19;3.60;2016;
0;necessidade de lavar os veiculos da prmsinop tanto para a viatura toyota sw4 quanto a viatura fiat palio;270.00;75.82;3.60;2020;prmt
8;a pres nao dispoe de mao de obra para execucao de conserto de frigobar;300.00;84.28;3.60;2018;
3;banner para a procuradoria regional eleitoral;240.00;67.48;3.60;2018;
4;autorizacao para aquisicao de materiais de manutencao predial;340.00;95.60;3.60;2020;prro
6;conforme historico das pendencias contratuais da contratada riomix relatadas inicialmente na comunicacao interna n 902019 prmcpqsp000138112019 especialmente a nao entrega de material de limpeza e higienizacao no mes de outubro encontrase esta prm em estado de total falta de produtos para a continuidade adequadado contrato n 502017outrossim a contratada nao entregou a remessa de material do mes de novembro intensificando nossa necessidade de compra emergencial dosprincipais produtos de limpeza por pelo menos uma semana esperando assim que a riomix regularize a entrega continuada de material de limpeza ehigienizacao;489.24;137.60;3.60;2019;prsp
13;aquisicao de material de consumo para uso na prm blumenau;239.70;67.41;3.60;2021;prsc
16;realizar reparos no terraco da pres;234.00;65.83;3.60;2017;
5;06 cx de canetas esferograficas 10 cristal azul;187.20;52.68;3.60;2016;
9;irm kit novo;204.00;57.45;3.60;2016;
15;manutencao patrimonial  dobradica para portas corta fogo da prr5;240.00;67.67;3.50;2021;prr5 regiao
2;mascaras  covid 19;299.00;84.43;3.50;2020;prrn
14;quadro de vidro para a lisarb da pre;245.00;69.22;3.50;2018;
2;totem de dispensa de alcool gel para garantia da imunidade dos servidores e visitantes;315.00;89.03;3.50;2020;prrs
12;modulo com tomada  rj45 8 vias na 06 unidades;162.00;45.78;3.50;2017;
1;fornecimento de lanche para a 16 sessao do colegio de procuradores da republica da prmg;323.57;91.51;3.50;2018;
2;material solicitado devido a pandemia por covid19;400.00;113.21;3.50;2020;prr3 regiao
18;compra de pilhas media e palito recarregaveis para aparelhos do servico medico;145.94;41.33;3.50;2018;
16;reposicao banheiros prsc;277.80;78.69;3.50;2019;prsc
15;"lencol de borracha para forrar o piso onde sera instalado 2 aparelhos de ar condicionado
desengripante para uso nas portas fechaduras e afins";291.80;82.65;3.50;2018;
7;recarga de extintores vencidos na procuradoria da republica em barra do garcas;370.00;104.81;3.50;2020;prmt
2;diesel comum  120 litros;329.88;93.53;3.50;2016;
17;servico de manutencao reparo em cameras speed dome sansung e reconfiguracao do sistema a camera estava com defeito;295.00;83.64;3.50;2017;
9;reparo valvula sanitarialampada dicroica;209.65;59.51;3.50;2021;prsc
19;reatores e lampadas apresentaram defeito;255.00;72.44;3.50;2017;
4;para substituicao de termometro estragado;400.00;113.69;3.50;2021;prr4 regiao
16;necessidade de reparo no cftv da prmnova friburgo;280.00;79.59;3.50;2019;prrj
2;diesel comum  120 litros;329.00;93.53;3.50;2016;
16;substituicao emergencial de boias para caixas acopladas de vasos sanitarios bem como de um sifao duplo sanfonado para uso na pia do refeitorio do predio da prba;253.90;72.18;3.50;2020;prba
14;para facilitar a comunicacao entre a sede da prm e o publico externo visto que nao ha campainha no local;345.25;98.18;3.50;2021;prmg
17;aquisicao de material para substituicao do cabeamento das cameras da prrj;312.50;88.87;3.50;2020;prrj
2;alcool gel  covid 19;300.00;85.32;3.50;2020;prrn
15;solicitado pela deasc  recuperacao de eletrocalhas;269.00;76.54;3.50;2018;
3;impressao de 150 convites 15x20 cm cores;187.50;53.37;3.50;2016;
2;justificase  pela  necessidade  urgente  de  protecao  dos  ocupantes  da  sede  da  prm  frente  aexcepcional  pandemia  mundial  do  coronavirus  para  a  retomada  gradual  dos  trabalhospresenciais previsto para o proximo dia 27 de julho;355.00;101.10;3.50;2020;prsp
15;cadeados para fechar portas de reservatorios;289.00;82.35;3.50;2019;prrs
6;mensuracao dos residuos reciclaveis da pgr doados a cooperativa cooperfenix;343.00;97.83;3.50;2017;
3;aquisicao de material de expediente em razao dos itens estarem em falta no estoque do setor de material;293.75;83.87;3.50;2018;
10;aquisicao de cordao de bolinha base para cortina de lamina vertical para atender a prrj em razao de nao possuirmos em nosso almoxarifado;200.00;57.13;3.50;2019;prrj
18;foi efetuada a compra de button para vigia bastao;240.00;68.57;3.50;2019;prrs
2;desenvolvimento do trabalho;351.60;100.49;3.50;2019;prmt
6;suprir material de limpeza que nao foi fornecido pela empresa graupp conservadora;478.70;136.86;3.50;2018;
9;obturador para o vaso sanitario e refil acqua libel para o frigobar para atender as necessidades neste orgao;236.00;67.47;3.50;2017;
5;aquisicao de medicamentos para pronto atendimento na unidade de servico medico desta procuradoria;254.75;72.85;3.50;2017;
6;aquisicao de material de limpeza em razao da atual empresa contratada nao ter efetuado a entrega do material;340.74;97.45;3.50;2018;
4;02 bateria unipower;160.00;45.78;3.50;2016;
16;reposicao de pecas de combate a incendio;287.55;82.32;3.50;2021;prrs
13;confeccao de chaves para claviculario na  seguranca na solicitado por jailton;165.00;47.26;3.50;2017;
15;troca de lampadas queimadasarea interna troca de pilhas de cofre de guarda de armasrecepcao;224.17;64.21;3.50;2020;prpr
3;"revelase imprescindivel devido aos graves problemas de seguranca enfrentados pelo mpfro no exercicio de suas atividades institucionais inclusive com situacoes de procuradores ameacados de morte
";400.00;114.67;3.50;2018;
3;medida de seguranca do acervo da secao de biblioteca e pesquisa;280.00;80.31;3.50;2017;
12;aquisicao de suporte para banner  composto de tripe e pino femea com rosca para uso na unidade movel da prsc;132.00;37.86;3.50;2021;prsc
5;considerando orientacao do plano de acao em caso de suspeita do coronavirusda  ssis pgr 2020 solicitamos de 08 oito  pacotes de  mascara cirurgica  descartavel com elastico;239.40;68.70;3.50;2020;prba
17;servico de verificacao conserto e configuracao do aparelho dvr stand a1;260.00;74.72;3.50;2016;
2;"01 und avental desc hn desc m longa 30g c10    
40 und mascaras tuberculose n 5 descarpack";181.00;52.07;3.50;2016;
4;material eletrico para substituicao imediata de baixo custo;300.00;86.33;3.50;2020;prro
17;aquisicao de fonte de alimentacao para cpu pois nao havia o item no almoxarifado;360.00;103.66;3.50;2018;
17;aquisicao de fonte de alimentacao para microcomputador material nao disponivel no almoxarifado;360.00;103.66;3.50;2018;
5;adquiridas 20 unidades de plastico filme pvc 12x70 para atender solicitacao do setor medico desta procuradoria da republica;178.00;51.32;3.50;2018;
4;materiais de pronto uso para manutencao predial da prmmonteiro sendo alguns solicitados mas nao atendidos pela selog requisicoes 2017000775 e 2017000776;220.00;63.45;3.50;2017;
4;comprar carregador bateria portatil para prr3;229.90;66.32;3.50;2018;
8;massa corrida 27kg argamassa saco de 20kg e piso 47x47 hd material utilizado na manutencao da copa do terreo do edificionasede;190.54;54.97;3.50;2017;
13;manutencao das fechaduras dos armarios da prm;300.00;86.73;3.50;2018;
16;maodeobra para substituicao de uma mola de piso instalada no 3 pavimento da prr4;220.00;63.74;3.50;2018;
5;suprimento de fundos para contencao de vazamento possivelmente em sistema hidraulico;300.00;87.03;3.40;2021;prmg
7;queima do motor de pressurizacao da bomba de agua da prm dessa forma a bomba nao conseguia encher a caixa d agua;378.27;109.88;3.40;2019;prba
3;para descarte de lixo solido;300.00;87.15;3.40;2019;prr4 regiao
2;servico de limpeza e higienizacao de 6 viaturas oficiais;350.00;101.75;3.40;2019;prrj
2;servico de limpeza e higienizacao das viaturas oficiais;350.00;101.75;3.40;2019;prrj
19;lampada fluorescente 32w para reposicoes diversas 25pecas x 890uni;222.50;64.70;3.40;2016;
13;compra de 02cabos hubs usb 30 para serem utilizados nos diversos eventos organizados pela prr4 e esmpu;259.80;75.57;3.40;2019;prr4 regiao
8;compra de ceramica argamassa e massa corrida para aplicacao na copa terrea;190.54;55.45;3.40;2017;
15;o em vista a extincao da prestacao do servico de vigilanciaarmada  24  horas  e  novas  orientacoes  da  procuradoria  da  republica  no  estado  do  rs  prrs determinando a instalacao de servicos de monitoramento e sistema de alarme para opredio  sede  da  prmsanta  mariasantiagors  foi  necessario  confeccionar  copias  docontrole remoto que da acesso a garagem do predio essas copias do controle remoto seraoentregues  somente  aos  servidores  com  acesso  autorizado  pela  coordenacao  da  prm  aopredio sede da prmsanta mariasantiagors em caso de necessidade;280.00;81.57;3.40;2019;prrs
3;diante da necessidade de manutencao no sistema de alarme  notadamente paraajustes  configuracao  e  reparo  dos  sensores  infravermelho perimetrais  desta  prm  tendo  em vista  o  mal  funcionamento  dos  mesmos consoante  informado  pelo  agente  de  seguranca institucional  bem assim considerando a relevancia e a urgencia para manter a integridade dos sistemas  de  seguranca  desta  unidade;350.00;102.01;3.40;2020;prba
6;suporte industrial para cafe e caneca hotel 18 45 lt;165.70;48.30;3.40;2016;
10;1 uma trincha media multiuso tigre;123.00;35.87;3.40;2016;
19;necessidade de troca de lampadas queimadas na sede prm barreiras;252.65;73.70;3.40;2019;prba
2;para afericao de temperatura das pessoas nas entradas dos predios;365.00;106.49;3.40;2021;prse
10;servico de reparacao de rosca do cubo da roda traseira direita vulcanizacao pneu traseira direito;170.00;49.68;3.40;2020;prrj
19;materiais necessarios para adaptacoes necessarias em alguns ambientes que terao uso definidos na portaria 952020 conforme email enviado em 14082020;278.95;81.53;3.40;2020;prse
15;compra de tres roldanas brock duplapara instalar na porta de vidro do restaurante;215.00;62.84;3.40;2018;
12;compra de cabo manga 04 mm  100 unidades;135.00;39.47;3.40;2016;
6;fabricacao  de  paletes  que acondicionarao os fardos de acucar do almoxarifado fixar 04 paineis de vidro em salas de treinamento melhorando a retroprojecao;215.00;62.89;3.40;2019;prba
9;mecanismo de entrada para caixa acoplada e valvula mict;179.90;52.64;3.40;2016;
13;foram solicitadas 36 copias para servidores;216.00;63.24;3.40;2019;prrs
19;aquisicao de lampadas arruelas porta parafuso e porta lampadas para manutencao corretiva de componentes eletricos que tiveram sua vida util cessada;230.56;67.51;3.40;2021;prac
16;compra de areia brita e cimento para construcao de um piso de concreto para evitar acumulo de agua junto ao portao de acesso a garagem do predia da prm  fios eletricos que passam por baixo do chao estava sendo quebrados pela passagem de veiculos sobre os fios que passam por baixo da terra;288.00;84.40;3.40;2021;prba
16;compra de oleo diesel para gerador de energia da sede da prmuberlandia;423.50;124.21;3.40;2019;prmg
17;"servico de guincho e revisao eletrica

";240.00;70.43;3.40;2016;
19;necessidade de reparo no sistema de porteiro eletronico da unidade vez que a barra dentada e roldana estavam desgastadas pelo tempo e uso causando constantes interrupcoes no funcionamento do portao;350.00;102.72;3.40;2018;
18;manutencao predial;206.73;60.71;3.40;2017;
13;remocao de cinco fechaduras de armarios com confeccao de chaves modeladas e copias;200.00;58.78;3.40;2019;prba
7;manutencao corretiva em equipamento de arcondicionado esta prm nao possui contrato de manutencao e o equipamento nao possuia garantia;500.00;147.07;3.40;2019;prsp
13;servicos de chaveiro para a troca de dois miolos com tres copias para a porta de vidro do 7 andar do edificio patriarca;180.00;52.95;3.40;2020;prpr
3;aquisicao de 70 un displays divulgacao de orientacoes sobre coronavirus prr4 portal de pedidos n 19661 ascom;315.00;92.69;3.40;2020;prr4 regiao
7;aquisicao de produtos sem contrato ou ata de registro de preco;210.00;61.79;3.40;2019;prmt
16;aquisicao de dois mecanismos para entrada e saida completo para substituicao e manutencao de dois vasos sanitarios da prmlondrina;250.00;73.58;3.40;2021;prpr
2;em razao do surto do coronavirus compra emergencial de alcool em gel para utilizacao em todos os setores da prmireceba;250.00;73.60;3.40;2020;prba
7;a condensadora do arcondicionado da assessoria do dr diogo vazou o gas e nao estava funcionando e teria que ser feita uma manutencao para localizacao e conserto do vazamento e reposicao do gas que custou r 48000considerando que neste municipio nestas ultimas semanas a temperatura e sensacao termica tem alcancado mais de 40 e a falta de climatizacao na sala torna o ambiente desconfortavel e ate insalubre e que ja faz doze dias que a referida assessoria esta trabalhando sem arcondicionado devido a morosidade no atendimento pelas empresas demanutencao que estao com a agenda lotada devido a demanda nesta epoca de calor;480.00;141.45;3.40;2019;prsp
16;sinalizacao de internet winafi no predio sede da prnarj;326.40;96.29;3.40;2017;
0;lavagem do veiculo oficial;250.00;73.84;3.40;2018;
19;substituicao torneira 1 andar  torre 3 substituicao de lampadas queimadas;240.80;71.18;3.40;2018;
17;compre de materias para conserta de geladeira electrolux dfn42;250.00;73.92;3.40;2021;prrj
18;aquisicao de ferramentas indispensaveis a manutencao predial da prmipatinga;247.20;73.15;3.40;2021;prmg
7;necessidade de troca de gas do aparelho de ar condicionado instalado na sala da assessoria do dr daniel de jesus equipamento de patrimonio n 25016113;300.00;88.81;3.40;2017;
17;feito um servico de reparo da central de cerca eletrica custando no valor de r10000 reaisservico de retirada pra reparo e reinstalacao da mesma custando no valor de r15000 reais do predio da prm de feira desantanaa soma total dos servico e de r25000 reaiscompra de bateria de 12 v para instalacaosubstituicao na central de cerca eletrica;250.00;74.01;3.40;2021;prba
6;produtos para limpeza e conservacao do imovel sede da prmnova friburgo;327.88;97.09;3.40;2018;
6;aquisicao de quatro torneiras para maquinas de cafe;220.00;65.26;3.40;2017;
19;isolamento de reatores e troca de 22 lampadas de luminarias queimadas no pavimento terreo da nova sede prm barreiras;250.00;74.18;3.40;2019;prba
2;reposicao de mascaras descartaveis alcool liquido e em gel destinados a protecao contra o covid19 dos servidores e funcionarios terceirizados que estao trabalhando presencialmente na sede da prmpicos;315.00;93.58;3.40;2021;prpi
16;maodeobra para substituicao de uma mola de piso estragada no 7 pavimento;210.00;62.46;3.40;2018;
13;adequar placas da presc cojud e sala enfermagem;213.00;63.38;3.40;2018;
13;servico de copias de chaves e conserto de fechadura externa para adequacao das rotinas da prmcapao da canoa a nova modalidade de vigilancia;190.00;56.59;3.40;2019;prrs
4;nao tem no estoque sem contrato despesa realizada em prol da unidade da prmrondonopolis;354.00;105.46;3.40;2019;prmt
4;aquisicao de pequena monta;396.00;118.04;3.40;2018;
0;para alimentacao do grupo gerador;397.70;118.56;3.40;2021;prr4 regiao
2;aquisicao necessaria para atender demanda da prmsinop visto que nao havia estoque em cuiaba;190.00;56.65;3.40;2019;prmt
0;para realizar as lavagens do veiculo oficial;350.00;104.36;3.40;2017;
6;materiais de limpeza nao fornecidos pela empresa contratada;398.50;118.95;3.30;2018;
3;necessidade de automatizar os portoes da unidade do mpfmpt em jiparana;350.00;104.53;3.30;2021;prro
12;mini sanduiche leite integral tareco e bolinho de goma;194.36;58.15;3.30;2016;
11;necessidade do material para colagem de pisos;159.60;47.77;3.30;2019;prr3 regiao
7;aquisicao de materiais de consumo diversos para abastecimento da prm blumenau;299.20;89.59;3.30;2020;prsc
2;servico de limpeza e higienizacao das viaturas oficiais da prmsjm;335.00;100.35;3.30;2019;prrj
16;substituicao da torneira quebrada da procuradoria e colocar antiderrapante na rampa de acesso a subjur e subadm;215.98;64.75;3.30;2019;prsp
16;aquisicao de sensor de barreira para ed da sede da prac;350.00;105.26;3.30;2018;
2;para atender ao protocolo de prevencao ao covid19 no atendimento ao publico;390.00;117.30;3.30;2020;prsp
6;necessidade de controle do abastecimento das maquinas de cafe nos andares;337.50;101.56;3.30;2021;prrs
4;demanda de pequena monta;392.00;118.04;3.30;2018;
17;materiais diversos do grupo 07 de uso imediato;230.16;69.33;3.30;2017;
9;conexao joelho 90g esgoto secund 40mm 2un x r 1;90.00;27.11;3.30;2016;
13;copia de projetos;117.00;35.25;3.30;2021;prr4 regiao
3;necessidade de demarcacao de faixas de seguranca nas garagens da prm;330.00;99.49;3.30;2017;
10;compra de quadro de cortica madeira 60 x 90 cm  01 unidade;182.88;55.16;3.30;2016;
12;compra de bobina de papel para ploter 610 x 50 x 76  03 unidades;134.70;40.62;3.30;2016;
15;manutencao  no  portao  da  garagem  da  prm  ribeirao  preto  que  saiu  fora  do  eixo  e danificou o cabo de aco sendo necessario o servico de um profissional de serralheria para sanar o problemaa  manutencao  do  portao  e  urgente  e  envolve  questoes  de  seguranca  devido  a  grande dificuldade de fechar o portao;300.00;90.49;3.30;2021;prsp
9;compra silicone uso geral e lampadas para reposicao das danificadas;184.70;55.77;3.30;2018;
4;despesa eventual de pequeno vulto;277.46;83.80;3.30;2020;prro
5;itens sem estoque ou prestes a acabar necessarios ao atendimento medico e de enfermagem;244.05;73.78;3.30;2019;prrj
8;juncao y para instalar exaustor na subsolo e cola para colar pisos;165.80;50.12;3.30;2018;
15;para atendimento do pedido 19303 troca de mola da porta de vidro do 5 andar em carater de urgencia;200.00;60.47;3.30;2019;prr4 regiao
14;para os analistas ouvirem as gravacoes apoio para os pulsos dos servidores;224.90;68.01;3.30;2019;prrj
16;instalacao de piso em porcelanato o quantitativo existente nao foi suficiente devido ao piso existente apresentar desnivel acentuado consumindo um quantitativo maior do que o programado;259.50;78.54;3.30;2020;prr1 regiao
2;faceshield para os agentes de seguranca;265.00;80.21;3.30;2020;prrj
3;tecido oxford para confeccao de toalhas;230.59;69.82;3.30;2019;prr4 regiao
10;compra de quadro de cortica madeira 60 x 90 cm  01 unidade;182.00;55.16;3.30;2016;
19;material para manutencao do imovel da prm  em geral;196.90;59.69;3.30;2019;prrj
12;compra de bobina de papel para ploter 610 x 50 x 76  03 unidades;134.00;40.62;3.30;2016;
6;"vaselina liquida 1 l
espatula de ayres
sonda uretral
touca descartavel";209.90;63.66;3.30;2016;
17;aquisicao de nova sinaleira de policarbonato para a prm blumenau;226.20;68.63;3.30;2021;prsc
17;necessidade de prestacao de servicomanutencao em aparelhos de ar condicionado da prmparnaibapi;260.00;78.89;3.30;2019;prpi
16;atender demandas frequentes das diversas areas da pgr relativas a servicos reprograficos com utilizacao de espirais;291.00;88.33;3.30;2017;
6;compra de material nao fornecido pela empresa de limpeza;391.80;118.95;3.30;2018;
7;conserto de vazamento de agua na unidade o que estava causando aumento exponencial no valor da conta da copasa;400.00;121.48;3.30;2021;prmg
17;para instalacao de cameras no auditorio;240.00;72.89;3.30;2019;prr4 regiao
13;copia de chaves;81.00;24.60;3.30;2016;
12;2 dois plugs monobloco 2pt ax pial legrand 2 dois plugs femea 2pt 10a pial legrand 2 dois plugs femea 2pt 20a fame eletrica  2 plugs macho 2pt 20a fame eletrica e 3 tres canaletas com tampa 50x50 2 metros creme dutoplast material utilizado para transferencia do sistema de som para a sala de monitoramento do edificiosede da prr 5 regiao;175.70;53.38;3.30;2016;
16;problema do piso de concreto para rolagem do portao de veiculo da prm barreiras e o portao esta travando com o atrito do piso;250.00;75.97;3.30;2019;prba
14;colocacao e isntalacao de tapetes carpetes assoalhos cortinas revestimentos de parede vidros divisorias plascas de gesso e congeneres;250.00;76.01;3.30;2016;
1;aquisicao de porta e acessorios para sala de analista da procuradora da republica vanessa seguezzi;247.00;75.16;3.30;2017;
15;servico de chaveiro para abertura de cofre localizado no 5 andar do edificio sede da prpr;250.00;76.11;3.30;2020;
15;servico de chaveiro para abertura de cofre localizado no 5 andar do edificio sede da prpr;250.00;76.11;3.30;2020;prpr
10;colher garfo faca e porta guardanapo;180.00;54.81;3.30;2016;
16;servico de substituicao da bomba dagua submersivel pluvial e boia eletrica em carater emergencial;220.00;67.03;3.30;2018;
16;aquisicao de reparos para conserto das valvulas de descarga dos vasos sanitarios dos banheiros da selog e do atico da torre 3 banheiro adaptado da prsc assim como da chave necessaria para realizacao do servico corretamente;197.50;60.19;3.30;2021;prsc
14;adesivacao placas de sinalizacao visual;320.00;97.57;3.30;2021;prmg
17;reposicao de sensor de alarme da prm monteiro;260.00;79.31;3.30;2021;prpb
0;compra de passagem aquaviaria para o municipio de bagrebelem em virtude de diligencia externa;250.00;76.28;3.30;2019;prpa
12;envelope kn;150.00;45.78;3.30;2016;
1;atender demanda da engenharia;179.00;54.64;3.30;2018;
17;manutencao de fiacao eletrica;200.00;61.07;3.30;2016;
4;conserto do forno microondas da prm de alagoinhasba conforme documento prmalgba000036972020;200.00;61.08;3.30;2020;prba
3;sinalizacao de seguranca para obtencao de avcb;285.00;87.05;3.30;2019;prmg
17;01 placa pra aparelho de ar condicionado;280.00;85.54;3.30;2016;
5;itens em falta ou prestes a acabar necessarios para o atendimento da odontologia;433.80;132.68;3.30;2019;prrj
13;servicos graficos especificos para confeccao de placas de sinalizacao;250.00;76.48;3.30;2019;prrj
1;aquisicao realizada em atendimento ao despacho 59302018 da secretaria estadual;188.00;57.53;3.30;2018;
13;carimbos foram adquiridos para a prm picos em decorrencia da necessidade do servico;280.00;85.76;3.30;2017;
0;abastecimento de veiculo por necessidade do servico;399.50;122.43;3.30;2021;prr4 regiao
15;por motivos de seguranca para evitar acidentes houve a necessidade de instalar espelho convexo na entrada do estacionamento para visualizar os veiculos que trafegarem na direcao contraria;280.00;85.85;3.30;2018;
13;troca da fechadura da entrada devido ao defeito apresentado 6 copias de chaves do tipo yale para a nova fechadura 1 copia do tipo yale marca stam para a fechadura da assessoria do gabinete do dr carlos humberto prola junior;119.00;36.48;3.30;2020;prsc
6;aquisicao de acucar cristal tendo em vista a necessidade desta prmipatinga;236.16;72.42;3.30;2021;prmg
9;aquisicao de 4 travessas inox para uso sanitario na prm blumenau;199.60;61.27;3.30;2020;prsc
13;2 pendrives para copia do conteudo de 2 blurays que comporao processo judicial;100.00;30.71;3.30;2019;pres
4;manutencao preventiva da bomba da fossanao ha contrato vigente demanda pode impactar no funcionamento da unidade;345.00;105.98;3.30;2020;prro
9;para alocacao das bombas dosadoras de cloro na linha do sistema de aproveitamento de agua da chuva;210.90;64.84;3.30;2019;prr4 regiao
2;conforme despacho 82382021 dlsgprr3  prr3000295682021;287.64;88.44;3.30;2021;prr3 regiao
19;substituicao de lampadas queimadas;229.50;70.57;3.30;2020;prrj
9;material necessario para a instalacao de bomba de esgoto;182.56;56.17;3.20;2018;
16;aquisicao de pecas para manutencao da caixa de descarga do banheiro do terreo do predio sede da prpr;230.00;70.82;3.20;2019;prpr
0;para abastecimento do grupo gerador;403.24;124.20;3.20;2021;prr4 regiao
17;deslocamento tecnico e mao de obra para remanejamento de ramais instalacao de um ramal novo e conserto de fiacao de um ramal os2662;295.00;90.89;3.20;2016;
12;registro esfera metal 1 e 14  1 unidades buchas pvc de reducao 50x25mm  2 unidades adaptador pvc curto 40x1 e 14  2 unidades adesivo plastico 75g  01 unidade fita veda rosca 12mmx25m  1 unidade adaptador pvc curto 50x1 e 12  2 unidadesbucha de reducao pvc 50x40  4 unidades;79.90;24.63;3.20;2016;
11;capacitor fita isolante e solda em tubinho;153.00;47.20;3.20;2016;
6;materiais nao constantes no almoxarifado da prmt;251.21;77.52;3.20;2020;prmt
14;aquisicao de fones de ouvido para assessoria do 4 oficio da prmblumenau;199.50;61.57;3.20;2018;
4;solicita suprimento de fundos no valor de 26000 para a troca da placa do portao eletronico da garagem da prmvarginha pois a mesma estragou;240.00;74.09;3.20;2020;prmg
13;6 borrachas para carimbo;190.00;58.68;3.20;2016;
7;aquisicao de produtos sem contrato ou ata de registro de preco;200.00;61.79;3.20;2019;prmt
6;aquisicao de materiais de limpeza em decorrencia do descumprimento das clausulas primeira e segunda do contrato n042018 no que concerne ao fornecimento dos materiais para a prac;475.00;146.93;3.20;2019;prac
7;para atender demandas de manutencao considerando que o almoxarifado nao dispoe destes materiais;255.40;79.00;3.20;2018;
5;aquisicao de um negatoscopio telepan com lupa para o setor odontologico;299.60;92.68;3.20;2016;
5;toalha  luva papel detergente;156.28;48.36;3.20;2016;
19;pecas para uso da informatica;205.26;63.52;3.20;2019;prr3 regiao
3;atender necessidade do grupo de trabalho da lavanajato material nao faz parte do catalogo;232.00;71.80;3.20;2017;
8;tinta acrilica 18lt e aplicador em aco material utilizado para pintura do muro e pistola para aplicacao de selante no pavimento g2 do edificiosede;213.50;66.12;3.20;2016;
13;confeccao de adesivo para identificacao do atendimento ao cidadao;200.00;61.94;3.20;2018;
2;covid 19  protetor facial  face shield  para utilizacao por servidores da prm foz durante o periodo de pandemia;280.00;86.79;3.20;2020;prpr
0;abastecimento do veiculo oficial placa oti3124 em viagem a itaitubapa  sv 73292018;369.76;114.67;3.20;2018;
10;suporte para 02 motobombas submersas;180.00;55.82;3.20;2016;
12;servico de conserto de microfone sem fio;145.00;44.98;3.20;2016;
19;lampada fluor tub;195.00;60.53;3.20;2016;
16;manutencao da janela do corredor de acesso ao subsolo;250.00;77.63;3.20;2019;prsp
17;servico de instalacao de 04 cameras nas areas internas da prmangra dos reis;265.00;82.30;3.20;2016;
19;reposicao dos reatores queimados das luminarias;237.90;73.90;3.20;2017;
11;canaleta com tampa 3;116.70;36.26;3.20;2016;
7;indisponibilidade no almoxarifado da prpi dos utensilios de cozinha que foram adquiridos para suprir as necessidades imediatas da copa da prmpicos;220.00;68.37;3.20;2019;prpi
3;devido ao nao cumprimento do contrato pela empresa terceirizada responsavel pela limpeza;383.82;119.30;3.20;2018;
7;aquisicao de cartuchos de tinta para impressora;279.80;86.98;3.20;2021;prsc
19;compra de lampadas led cor de rosa para campanha do outubro rosa;239.00;74.31;3.20;2018;
7;4 gas de cozinha;272.00;84.61;3.20;2016;
8;limpeza de dois sofas;288.00;89.63;3.20;2020;prse
17;manutencao em aparelho de ar condicionado da guarita do predio da prm feira de santana com substituicao de pecas capacitor incluindo limpeza;250.00;77.83;3.20;2021;prba
16;mao de obra para reparos de banheiros da prmnova friburgo;300.00;93.40;3.20;2017;
4;compra de material necessario nao constante em almoxarifado da pres;198.00;61.65;3.20;2021;pres
16;servico de reparo em bomba centrifuga da prm;350.00;109.14;3.20;2018;
12;aquisicao de envelope saco 24x34 para atender a demanda deste orgao;195.00;60.81;3.20;2017;
12;registro esfera metal 1 e 14  1 unidades buchas pvc de reducao 50x25mm  2 unidades adaptador pvc curto 40x1 e 14  2 unidades adesivo plastico 75g  01 unidade fita veda rosca 12mmx25m  1 unidade adaptador pvc curto 50x1 e 12  2 unidadesbucha de reducao pvc 50x40  4 unidades;79.00;24.63;3.20;2016;
17;calha ecp sob f200257 232kf tb 2x32w;193.60;60.40;3.20;2016;
2;aquisicao de barreira em acrilico par a ser colocada entre os postos d a secretaria da cooradm  medida de prevencao a covid19;325.00;101.41;3.20;2021;prr4 regiao
3;substituicao  da  bateria  paralisaria  o  motor  e  ainda    poderiaocasionar diversos prejuizos quanto ao funcionamento da instituicao no ambito da segurancainstitucional bem como  comprometeria os equipamentos de informatica elevador e  sala do cpd;295.00;92.07;3.20;2020;prro
18;considerando a deteriorizacao das fechaduras biometricas pelo nao uso de pilhas alcalinas foi adquirido pilhas alcalinas para troca de todas as pilhas nestes equipamentos foi adquirido tambem uma bateria para o testador de cabo de redes para manutencao das cameras de seguranca;168.37;52.55;3.20;2021;prsc
16;servico de reparo e manutencao da area de entrada do portal principal e da calcada externa do imovel da prmparnaibapi;290.00;90.55;3.20;2019;prpi
15;servico de manutencao em porta de vidro temperado;200.00;62.54;3.20;2016;
11;barra rosca 38 para fixacao de splits 20 x 580;116.00;36.28;3.20;2016;
17;bomba sapo para poco do elevador;349.90;109.59;3.20;2019;prrj
7;tratase de aquisicao de materias e ferrementas para o conserto da tubulacao das duas bombas dagua da procuradoria da republica em itajai;323.68;101.49;3.20;2021;prsc
15;regulagem em portas de vidros;200.00;62.80;3.20;2016;
17;considerando que a procuradoria nao conta com rede eletrica estabilizada;416.00;130.70;3.20;2018;
9;bloco de anotacoes e caneta reciclavel;276.00;86.73;3.20;2016;
2;em razao da pandemia do covid 19 foi adquirido produtos para atender o setor de seguranca desta prrj;365.30;114.87;3.20;2020;prrj
18;aquisicao de materiais para manutencao predial;193.04;60.71;3.20;2020;prro
17;equipamento da cpd necessitou de conserto urgente em seu sistema redundante;270.00;84.96;3.20;2018;
