Cluster_ID;Descricao_Item;Preco_Pago;Preco_Referencia;Teto_Estatistico;Perc_Excesso;ano;unidade_gestora
19;nao ha disponibilidade no estoque da selog;400.00;71.00;308.73;29.57;2021;prpb
16;atender demanda urgente  da assessoria de cerimonial da pgr;427.50;66.02;330.00;29.55;2017;
9;10 dez pratos para vaso de planta 36cm material utilizado para substituicao dos pratos quebrados;265.00;42.00;204.85;29.36;2016;
12;compra de plastico bolha para uso da selog;240.00;31.00;185.55;29.35;2020;prpb
12;aquisicao de cabo p2p10 20 metros  santo angelo para uso no auditorio da prsc;240.00;31.00;185.55;29.35;2021;prsc
7;queima do motor de pressurizacao da bomba de agua da prm dessa forma a bomba nao conseguia encher a caixa d agua;378.27;80.00;292.50;29.32;2019;prba
3;aquisicao realizada para para o adequado funcionamento da etac;515.30;74.90;399.45;29.00;2018;
8;lona preta 4 x 100 m na 01 unidade;320.00;50.00;248.54;28.75;2017;
16;compra de oleo diesel para gerador de energia da sede da prmuberlandia;423.50;66.02;330.00;28.33;2019;prmg
2;necessidade de armazenar oleo diesel para gerador;490.00;93.80;381.85;28.32;2021;prr4 regiao
8;p realizacao de reparo da forracao de uma mesa da prsc;318.60;50.00;248.54;28.19;2020;prsc
2;compra de alcool gel para retorno as atividades presenciais na procuradoria;488.00;93.80;381.85;27.80;2020;prr4 regiao
3;solicitacao do coordenador de administracao via nmsg;510.00;74.90;399.45;27.68;2018;
10;tubo pvc rosca;232.00;34.55;181.78;27.63;2016;
8;aquisicao de uma lata de tinta de 16 litros metalatex bianco sereno e de uma lata de massa corrida 18 litros metalatex para pintura das paredes internas da prm de sao joao de meriti;316.94;50.00;248.54;27.52;2016;
16;pecas para reparo do refrigerador eletrolux localizado na copa do quinto andar da prm blumenau;420.00;66.02;330.00;27.27;2021;prsc
7;necessidade de aquisicao de agua para a prm de barra do garcas em razao de inexistencia de contrato;372.14;80.00;292.50;27.23;2018;
10;necessidade de instalacao urgente de dispensers para alcool gel;231.20;34.55;181.78;27.19;2020;prr4 regiao
6;vassoura rodo desinfetante;503.35;82.80;396.03;27.10;2016;
11;compra de pilha para os termometros fita dupla face para fixacao dos acrilicos de protecao fita demarcacao para sinalizacao;228.30;33.80;180.00;26.83;2020;prsc
5;compra de 03 termometros para enfermagem;435.00;75.55;343.00;26.82;2020;pgr
6;aquisicao de material de limpeza e conservacao para a prm;502.20;82.80;396.03;26.81;2018;
17;desinstalacao de condensadora de ar condicionado 9000 btus  r 12000 instalacao de condensadora de ar condicionado 9000 btus  r 12000 instalacao de purificador de agua  r 6000 recondicionamento em canal de dvr  r 18000 manutencao em sensor de barreira  r 4700;526.32;90.00;415.15;26.78;2021;prba
4;aquisicao de pequena monta;450.00;67.26;355.00;26.76;2018;
4;aquisicao emergencial de pequena monta;450.00;67.26;355.00;26.76;2020;prmt
13;confeccao de 07 carimbos;292.00;40.00;230.50;26.68;2016;
1;aquisicao de envelope para convite do documentario de pedro jorge;170.10;11.60;134.35;26.61;2017;
1;servico de jardinngem e limpeza da area externa da procuradoria da republica em barra do garcas;170.00;11.60;134.35;26.54;2021;prmt
1;conforme autorizacao do gabinete da procuradora chefe para compra de material de limpeza em carater emergencial;170.00;11.60;134.35;26.54;2018;
7;recarga de extintores vencidos na procuradoria da republica em barra do garcas;370.00;80.00;292.50;26.50;2020;prmt
5;itens em falta ou prestes a acabar necessarios para o atendimento da odontologia;433.80;75.55;343.00;26.47;2019;prrj
9;reparo da bomba de recalque que joga agua da cisterna para a caixa dagua;259.00;42.00;204.85;26.43;2018;
3;servicos urgentes cuja execucao deveria ser imediata por envolver problemas diretamente relacionados a seguranca organica da unidade;505.00;74.90;399.45;26.42;2019;prpi
18;aquisicao de materiais hidraulicos e outros para manutencao predial;289.07;48.00;228.78;26.36;2017;
19;lampadas para prm niteroi;390.00;71.00;308.73;26.33;2020;prrj
6;bomba queimada demanda urgente poderia interromper o expediente da prro nao ha contrato vigente para atender a demanda;500.00;82.80;396.03;26.25;2018;
6;leitor mifane  1 unidade;499.80;82.80;396.03;26.20;2016;
18;material predial;288.00;48.00;228.78;25.89;2020;prr5 regiao
6;1 defletor solicitado pela pre outro pelo nmsg;498.49;82.80;396.03;25.87;2018;
13;para recuperacao de plantas;290.00;40.00;230.50;25.81;2019;prr4 regiao
16;a janela do 702 foi danificada no ultimo temporal e a janela da coorjur no 4 pavimento esta com uma castanha faltando;415.00;66.02;330.00;25.76;2018;
0;necessidade de atender demandas de manutencao das viaturas desta prmniteroi;530.00;90.00;421.55;25.73;2019;prrj
17;sem  os  referidos  materiais  pode  vir  a  ocorrer risco  de  incendio  devido a utilizacao  de dispositivos com carga inferior a necessaria no cpd e sala de informatica do terreo;520.45;90.00;415.15;25.36;2019;prba
10;capa p cobrir automoveis 2;227.80;34.55;181.78;25.32;2016;
17;conserto portao garagem de veiculos com servico de solda;520.00;90.00;415.15;25.26;2021;prba
3;confeccao de 2 banners para evento institucional;500.00;74.90;399.45;25.17;2017;
3;necessidade urgente de desocupar o deposito para abrigar o acervo bibliografico do mpt e do mpf em jiparana;500.00;74.90;399.45;25.17;2018;
10;aquisicao de resina impermeabilizantes para aplicacao em base de concreto das placas de identificacao das plantas comemorativas aos dia do indio e da abolicao da escravatura;226.90;34.55;181.78;24.82;2019;pgr
15;2 duas centrais de comando rossi material utilizado para substituicao das placas dos motores dos portoes que estavam queimadas;334.40;63.63;268.50;24.54;2016;
16;espelhos do banheiro acessivel do 3 andar e  do gabinete 604 quebraram;410.00;66.02;330.00;24.24;2019;prr4 regiao
4;pequeno vulto e entrega imediata;440.69;67.26;355.00;24.14;2021;prro
1;plotagens e xerox 90cm servico de impressao das plantas baixas do edificiosede da prr 5 regiao;166.75;11.60;134.35;24.12;2016;
19;para reposicao;383.00;71.00;308.73;24.06;2020;prr4 regiao
16;aquisicao de materiais hidraulicos para manutencao predial no predio sede da prpr;409.28;66.02;330.00;24.02;2017;
2;alcool em gel para o totem da portaria;473.40;93.80;381.85;23.98;2020;prrj
4;bateria 90 amp;440.00;67.26;355.00;23.94;2016;
19;aquisicao de refletor para uso na prm;382.20;71.00;308.73;23.80;2018;
10;confeccao de banner para coletiva de imprensa;225.00;34.55;181.78;23.78;2018;
10;manutencao em 03 fragmentadoras com rp n 20005643 20005590 e 20005639;225.00;34.55;181.78;23.78;2016;
18;pilhas alcalinas e baterias 9v;282.86;48.00;228.78;23.64;2016;
6;conforme historico das pendencias contratuais da contratada riomix relatadas inicialmente na comunicacao interna n 902019 prmcpqsp000138112019 especialmente a nao entrega de material de limpeza e higienizacao no mes de outubro encontrase esta prm em estado de total falta de produtos para a continuidade adequadado contrato n 502017outrossim a contratada nao entregou a remessa de material do mes de novembro intensificando nossa necessidade de compra emergencial dosprincipais produtos de limpeza por pelo menos uma semana esperando assim que a riomix regularize a entrega continuada de material de limpeza ehigienizacao;489.24;82.80;396.03;23.54;2019;prsp
1;cdr gravavael;165.60;11.60;134.35;23.26;2016;
3;confeccao de um mapa com o estado do mato grosso indicacao dos municipios de unidades de conservacao terras indigenas quilombos e destaque das areas de atribuicao de cada procuradoria da republica do mt;492.00;74.90;399.45;23.17;2021;prmt
1;banners solicitados pelo exmo procurador da republica julio jose araujo junior;165.00;11.60;134.35;22.81;2019;prrj
3;compra de detector de fumaca para a prm campina grande;489.80;74.90;399.45;22.62;2021;prpb
14;solicito seja contratado o servico de confeccao de tampo de vidro de 10 mm para a mesa do procurador wanderley sanan dantas que rachou;470.00;69.98;384.90;22.11;2020;prrj
11;compra de furadeira e fita fixa forte;219.80;33.80;180.00;22.11;2019;prrj
1;servico solicitado de moldura para o projeto desapega e decora na prrj;164.00;11.60;134.35;22.07;2018;
1;aquisicao de 4 kg de cafe torrado e moido gabinete procurador regional eleitoral 4 regiao;164.00;11.60;134.35;22.07;2018;
13;servico de montagem de mobiliario;280.00;40.00;230.50;21.48;2016;
13;carimbos foram adquiridos para a prm picos em decorrencia da necessidade do servico;280.00;40.00;230.50;21.48;2017;
13;confeccao de carimbo com numerador automatico;280.00;40.00;230.50;21.48;2016;
13;conserto de mesa de som behringer;280.00;40.00;230.50;21.48;2016;
16;aquisicao de vaso sanitario acoplado para substituicao de outro vaso que estava em utilizacao no banheiro suite do gabinete da prm tal aparelho substituido apresentou rachaduras e estava com sua qualidade comprometida;400.00;66.02;330.00;21.21;2021;prpi
16;atender a necessidade urgente de conserto em bebedouro de agua da marca europa desta prmnaipatinga;400.00;66.02;330.00;21.21;2017;
4;informamos que apos pesquisas realizadas em diversas empresas locais de manutencao de equipamentos eletroeletronicos apenas uma trabalha com manutencao de fragmentadora a empresa oliservicesendo assim encaminho a ca para ciencia e deliberacao o orcamento em anexo da empresa informada valor do conserto r 43000;430.00;67.26;355.00;21.13;2020;prro
10;troca de cabo de aco do mastro da bandeira;220.00;34.55;181.78;21.03;2019;prsp
10;cavalete em madeira;220.00;34.55;181.78;21.03;2016;
10;moldura para fotos;220.00;34.55;181.78;21.03;2018;
6;suprir material de limpeza que nao foi fornecido pela empresa graupp conservadora;478.70;82.80;396.03;20.87;2018;
8;a pres nao dispoe de mao de obra para execucao de conserto de frigobar;300.00;50.00;248.54;20.70;2018;
8;manutencao em geral srv;300.00;50.00;248.54;20.70;2016;
12;28m de corrente 65mm;223.86;31.00;185.55;20.65;2016;
16;manutencao da sede da prpi;397.63;66.02;330.00;20.49;2018;
17;a contratacao necessaria em razao da manutencao dos equipamentos de seguranca da prm monteiro tais como cfvt cerca eletrica e motor do portao que da acesso ao estacionamento da procuradoria de monteiro;500.00;90.00;415.15;20.44;2021;prpb
17;instalacao de tomadas e interruptores iluminacao no predio da prsc;500.00;90.00;415.15;20.44;2018;
17;restituir cerca eletrica e manutencao do cftv para regularizar as panes que podiam comprometer a seguranca organica do predio afetando a integridade de membros servidores colaboradores e publico que comparece a prm monteiro;500.00;90.00;415.15;20.44;2021;prpb
17;instalacao de carregador de bateria do qta;499.99;90.00;415.15;20.44;2017;
12;eletroduto pvc 9 curva pvc p eletroduto 95 luva pvc p eletroduto 5curva pvc180 2 e chumbador cb p parafuso 15;223.45;31.00;185.55;20.43;2016;
1;"aquisicao de coffee break
evento conversando com o sg
data do evento 08082017";161.80;11.60;134.35;20.43;2017;
17;instalacoes de audio no auditorio;499.80;90.00;415.15;20.39;2019;prrs
6;aquisicao de materiais de limpeza em decorrencia do descumprimento das clausulas primeira e segunda do contrato n042018 no que concerne ao fornecimento dos materiais para a prac;475.00;82.80;396.03;19.94;2019;prac
19;conserto do projetor datashow para atender as demandas deste orgao;370.00;71.00;308.73;19.85;2017;
17;aquisicao de patch cord para utilizacao nos servidores de rede;497.40;90.00;415.15;19.81;2019;prrj
7;conserto de fragmentadora p disponibilizacao do equipamento a setranprsc;350.00;80.00;292.50;19.66;2019;prsc
7;localizacao reparo de vazamento e recarga do gas no arcondicionado do cpd sala dos servidores de redee troca de capacitor do arcondicionado da assessoria do dr diogo considerando que neste municipio temos constantemente um clima muito quente proximo a 40 graus estas manutencoes corretivas em aparelhos de arcondicionado sao urgentesimprevisiveis e necessarias principalmente em sala com equipamentos de informaticaservidores de rede e assessorias de gabinetes ou setores com servidores ou membros trabalhando visto que um processo de dispensa pode demorar aproximadamente 30 dias para o conserto;350.00;80.00;292.50;19.66;2019;prsp
12;compra de calha brilhante 2 x40 m 02 unidades;221.86;31.00;185.55;19.57;2016;
4;aquisicao emergencial de pequena monta;424.00;67.26;355.00;19.44;2019;prmt
1;aquisicao de passagens de balsa e viatura e passageiros para cumprimento de diligencia com procurador da republica e assessoria em viagem ao municipio de gurupa no arquipelago do marajo;160.42;11.60;134.35;19.40;2017;
13;o novo procurador solicitou a confeccao de novos carimbos grandes para realizacao de despachos;275.00;40.00;230.50;19.31;2018;
13;aquisicao de produto para uso na prm blumenau;275.00;40.00;230.50;19.31;2021;prsc
17;p realizacao de manutencoes eletricas na prsc;495.20;90.00;415.15;19.28;2019;prsc
1;extracao de copias de plantas no tamanho a1 para atender o item 2 do despacho do procurador da republica thiago cunha de almeida do dia 03082018 no ic 122020000240201629;160.00;11.60;134.35;19.09;2018;
1;servico de locacao de 30 cadeiras para evento promovido pelo exmo procurador da republica julio jose araujo junior realizado no dia 01102019 em nova iguacu;160.00;11.60;134.35;19.09;2019;prrj
1;compra de fonte dell para o dr eduardo andre;160.00;11.60;134.35;19.09;2020;prrj
17;necessidade de remanejamento de ar condicionados para locais diversos dos anteriormente instalados devido a reforma do predio da prr1;494.00;90.00;415.15;18.99;2019;prr1 regiao
12;compra de papel interfolha branco camelia 1000 fl  13 unidades;220.74;31.00;185.55;18.97;2016;
16;manutencao de refrigerador com troca de pecas em carater urgente e excepcional;392.00;66.02;330.00;18.79;2018;
19;material eletrico  lampadas led;366.25;71.00;308.73;18.63;2021;prba
0;servico de reboque do veic l200triton do complexo carima p a concessionaria vila rica em virtude de defeito eletrico pagamento feito em dinheiro tendo em vista que a empresa nao aceita cartao de credito autorizado pelo srjonathas sesot;500.00;90.00;421.55;18.61;2016;
0;transporte de veiculo hilux ofm0842 no trecho santaremobidossantarem de 02 a 06 de julho;500.00;90.00;421.55;18.61;2018;
12;compra de reatores eletricos bivolt  10 unidades;220.00;31.00;185.55;18.57;2016;
12;"mangueiras agua 34  8 metros
espigao macho 34 x 34  2 pecas
abracadeira sem fim 14 mm  2 pecas";220.00;31.00;185.55;18.57;2016;
10;02 fechaduras porta corta fogo zi dormer broca p concreto 08 dormer broca para concreto 10 dormer broca para concreto 06;215.00;34.55;181.78;18.27;2016;
11;compra de fita adesiva dupla face para uso da ascom na afixacao dos paineis de exposicao na ocasiao do evento de inauguracao do predio da prpb;212.52;33.80;180.00;18.07;2017;
17;servicos de mao de obra remanejamento de 06 ramais com extensao e identificacao de ramais disponiveis no dg;490.00;90.00;415.15;18.03;2016;
18;material de manutencao predial para uso na prpb;270.00;48.00;228.78;18.02;2021;prpb
2;aquisicao de 50 un displays de uso para orientacoes do coronavirus na prr4 portal de pedidos n 19661  ascomprr4;450.00;93.80;381.85;17.85;2020;prr4 regiao
16;contratacao de servicos hidraulicos na prmvarginha tendo em vista a ocorrencias de varios vazamentos;388.33;66.02;330.00;17.68;2019;prmg
1;compra emergencial de cartao de memoria para utilizacao no celular funcional e tripe ambos para a gravacao de audiencia publica;158.00;11.60;134.35;17.60;2019;prsc
12;corrente zb curta 1;218.00;31.00;185.55;17.49;2016;
18;aquisicao de epi p servidores e de materiais para uso em manutencoes na prsc;268.25;48.00;228.78;17.25;2019;prsc
8;"manutencao em sanitarios colagem de pisos e substituicao de lampadas queimadas no predio da prsc
 o item solvente e flanela foi solicitado pela cojud";291.30;50.00;248.54;17.20;2018;
14;cavalete de sinalizacao para as vagas externas de estacionamento;451.00;69.98;384.90;17.17;2018;
13;aquisicao de baterias e pilhas para utilizacao da assessoria de comunicacao da prpr;270.00;40.00;230.50;17.14;2018;
13;servico de confeccao de placa de homenagem;270.00;40.00;230.50;17.14;2016;
14;servico de instalacao de trilho corte e instalacao de laminas em duas persianas mudanca;450.00;69.98;384.90;16.91;2020;prrn
10;lixa para massa gr100 rolo 23cm antigota lixa para massa gr220 lamina para serra em aco joelho em pvc 25mm luva em pvc 25mm adesivo contato 28kg adesivo pvc 75g incolor lubrificante spray 180g silicone bucha nylon 8mm e pistola em aco com tubo de silicone material utilizado para pintura de salas administrativas correcao de vazamento no cano da guarita lubrificante para portas e pistola para aplicacao de selante nas juntas do pavimento g2 do edificiosede da prr 5 regiao;212.39;34.55;181.78;16.84;2016;
17;manutencao do nonabreak do sistema de cftv o qual continuou a apresentar problemas de funcionamento mesmo apos a substituicao das baterias requerendo manutencao emergencial completa;485.00;90.00;415.15;16.83;2017;
10;lixa rolo suvinil piso e trinchas;212.37;34.55;181.78;16.83;2016;
11;reforcos para instalacao de anteparos acrilicos mesas servidores;210.00;33.80;180.00;16.67;2021;prsc
5;itens em falta ou prestes a acabar necessarios para o atendimento odontologico;399.60;75.55;343.00;16.50;2018;
19;p substituicao de pecas queimadas na prsc;359.25;71.00;308.73;16.37;2019;prsc
16;2 duas caixas de descarga acoplada material utilizado para substituicao das caixas de descarga danificadas na nova sala da divisao de seguranca organica e transporte  disegot e do gabinete 1003 do edificiosede da prr 5 regiao;384.00;66.02;330.00;16.36;2016;
8;limpeza de dois sofas;288.00;50.00;248.54;15.87;2020;prse
13;readequar sinalizacao devido a chegada de novos procuradores regionais;266.68;40.00;230.50;15.70;2021;prr3 regiao
13;readequar sinalizacao devido a chegada de novos procuradores;266.68;40.00;230.50;15.70;2021;prr3 regiao
18;material de manutencao predial para uso na prpb;264.50;48.00;228.78;15.62;2021;prpb
17;servico de revisao ajustes e troca da resistencia da cafeteira eletrica;480.00;90.00;415.15;15.62;2016;
17;servico manutencao na central de alarme enderecavel combate a incendio;480.00;90.00;415.15;15.62;2021;prba
10;aquisicao de vinil magnetico para a sinalizacao do acervo da biblioteca pois nao havia o material no almoxarifado;210.00;34.55;181.78;15.52;2018;
4;necessidade de aquisicao  de  materiais  odontologicos cujo  valor  total  e  baixo  e  portanto  nao  desperta  o  interesse  das dentais    empresas  especializadas  na  comercializacao  desses  materiais    a participarem   de   processos   licitatorios   nem   mesmo   de   apresentarem orcamentos a prr1no primeiro trimestre de 2021 a pgr tentou realizar umprocesso de registro de precos em ata para a compra desses materiais entreoutros que restou deserto;410.00;67.26;355.00;15.49;2021;prr1 regiao
9;obturador para o vaso sanitario e refil acqua libel para o frigobar para atender as necessidades neste orgao;236.00;42.00;204.85;15.21;2017;
17;considerando que a procuradoria nao conta com rede eletrica estabilizada;478.00;90.00;415.15;15.14;2018;
2;protecao contra a covid19 na prrs;439.56;93.80;381.85;15.11;2020;prrs
1;compra de moldura e vidro para aplicacao em mapa do estado de santa catarina a pedido do membro para fixacao no gabinete;154.00;11.60;134.35;14.63;2019;prsc
12;compra de saco de lixo 200 lt pacote com 100 unidades  01 unidade;212.60;31.00;185.55;14.58;2016;
2;alcool gel para higienizacao dos publicos internos e externos;437.40;93.80;381.85;14.55;2021;prrj
18;material para manutencao predial;261.76;48.00;228.78;14.42;2019;prr5 regiao
1;material necessario ao bom funcionamento do orgao;153.60;11.60;134.35;14.33;2017;
8;aquisicao de areia e cimento para realizacao de obra na calcada da rua debret;283.80;50.00;248.54;14.18;2016;
9;desempenador aco inox espatulas em aco inox 60m e 100m argamassa 25kg massa corrida pva 18l tubo pvc esgoto 50mm capa esgoto 100 joelho esgoto 90 reducao esgoto excentrica 100x50 t esgoto curto 50x50 material utilizado na sala de reuniao do 11 andar e no sistema de esgoto da cobertura do edificiosede da prr 5 regiao;233.80;42.00;204.85;14.13;2016;
5;aquisicao de espelhos convexos para instalacao no pavimento garagem visando a prevencao de acidentesem razao do baixo custo dos mesmos e da urgencia no tratamento da demanda foi autorizada sua compra via suprimento de fundos;389.36;75.55;343.00;13.52;2019;prse
7;torneira clinica para atender ao gabinete odontologico;332.00;80.00;292.50;13.50;2019;prrj
19;necessidade de reparo no sistema de porteiro eletronico da unidade vez que a barra dentada e roldana estavam desgastadas pelo tempo e uso causando constantes interrupcoes no funcionamento do portao;350.00;71.00;308.73;13.37;2018;
19;garrafas termicas para reposicao haja vista que algumas ja estavam danificadas pelo tempo e uso;349.60;71.00;308.73;13.24;2018;
12;adubo 082020 sacos com 50 kg  03 unidades;210.00;31.00;185.55;13.18;2016;
12;compra de pendrive 16 gb  06 unidades;210.00;31.00;185.55;13.18;2016;
12;bombona 20 litros  6 unidades;210.00;31.00;185.55;13.18;2016;
12;luva procedimento supermax ext peq com 100;210.00;31.00;185.55;13.18;2016;
18;realizacao de varias benfeitorias na procuradoria;258.80;48.00;228.78;13.12;2018;
16;lampadas  led  bulbo  item  necessario  para  substituicao  de  lampadasqueimadas nos corredores dos pavimentos terreo e primeiro andar sem  considerar  possivelarmazenamento    de  sobra  para  estoque a  situacao  dos  ambientes  atualmente  devido  aqueima  sem  reposicao compromete  a  seguranca  e  a  iluminacao  minima  necessaria  paraviabilizar  o  transito  de  pessoas  no  localjogo de alizar necessario para se cobrir a fresta que se formou entre as duasfolhas apos a instalacao da porta camarao no banheiro pne construido na sala 217 o alisarfara  o  acabamento  que  cobrira  a  fresta  necessario  para  se  garantir  a  privacidade  do usuario do banheiro;372.72;66.02;330.00;12.95;2020;prdf
7;compra emergencial de oxigenio medicinal recarga de 03 cilindros m3;330.00;80.00;292.50;12.82;2021;pgr
13;copia de chaves e troca de segredo de cadeados em razao do novo contrato de vigilancia;260.00;40.00;230.50;12.80;2019;pres
13;compra de 02cabos hubs usb 30 para serem utilizados nos diversos eventos organizados pela prr4 e esmpu;259.80;40.00;230.50;12.71;2019;prr4 regiao
4;para substituicao de termometro estragado;400.00;67.26;355.00;12.68;2021;prr4 regiao
3;para dar maior rigidez aos mastros das bandeiras que envergam com ventos fortes;450.00;74.90;399.45;12.65;2020;prr4 regiao
3;necessidade da secao de seguranca organica e transporte bem como da brigada de incendio em aprimorar os hidrantes da prms com esguichos regulaveis ante a constatacao em vistoria de ausencia de alguns esguichos nas caixas dos hidrantes da prms;450.00;74.90;399.45;12.65;2019;prms
2;tratase de aquisicao de material para adequar a procuradoria da republica em itajai a medidas de combate ao covid 19;430.00;93.80;381.85;12.61;2020;prsc
1;material para homenagem as servidoras pelo dia das maes;151.20;11.60;134.35;12.54;2017;
3;compras realizadas para atender ao treinamento da area fim  curso de ciberseguranca para membros do mpf de todo o brasil;449.26;74.90;399.45;12.47;2019;prmg
1;materiais que nao constam no almoxarifado  atender a demanda administrativa;150.98;11.60;134.35;12.38;2019;prrj
9;aquisicao de kit de reparos para caixa acoplada para bwc da prpr;230.00;42.00;204.85;12.28;2019;prpr
9;substituicao de tampa interna de bebedouro com termostato avariado;230.00;42.00;204.85;12.28;2018;
9;justificase a necessidade da prestacao de servicos de encanador para desentupir vaso sanitario da assessoria de gabinete bem como regulagem de valvula de hidra;230.00;42.00;204.85;12.28;2019;prpr
4;suprimento para atender despesas com material de consumo;397.77;67.26;355.00;12.05;2019;prsp
17;aquisicao de hd em carater emergencial para instalacao no storage da prm;465.00;90.00;415.15;12.01;2019;pres
17;materiais eletricos para manutencao da recepcao do cidadao;465.00;90.00;415.15;12.01;2019;prrr
15;manutencao  no  portao  da  garagem  da  prm  ribeirao  preto  que  saiu  fora  do  eixo  e danificou o cabo de aco sendo necessario o servico de um profissional de serralheria para sanar o problemaa  manutencao  do  portao  e  urgente  e  envolve  questoes  de  seguranca  devido  a  grande dificuldade de fechar o portao;300.00;63.63;268.50;11.73;2021;prsp
15;reparo e manutencao no portao da garagem;300.00;63.63;268.50;11.73;2020;prrj
15;conserto e manutecao do portao da garagem da prm niteroi;300.00;63.63;268.50;11.73;2021;prrj
15;conserto e manutencao do porta principal de acesso da prm niteroi;300.00;63.63;268.50;11.73;2021;prrj
15;reparo e manutencao no portao da recepcao;300.00;63.63;268.50;11.73;2020;prrj
15;servico de manutencao de porta de vidro temperado da recepcao dos servidores;300.00;63.63;268.50;11.73;2018;
15;necessidade urgente de substituicao dos puxadores das portas de vidro da entrada da rua do rosario;300.00;63.63;268.50;11.73;2019;pres
1;material para uso em encontros e reuniao com procuradores;150.00;11.60;134.35;11.65;2018;
1;atendimento a solicitacao da assessoria de comunicacao desta prr4 regiao;150.00;11.60;134.35;11.65;2019;prr4 regiao
1;servico de munck para troca das bandeiras no predio do ministerio publico federal;150.00;11.60;134.35;11.65;2016;
1;troca das bandeiras;150.00;11.60;134.35;11.65;2017;
12;adaptador eletrico 10a plug tripolar 30 unidades;207.00;31.00;185.55;11.56;2016;
4;aquisicao de pequena monta;396.00;67.26;355.00;11.55;2018;
5;atender solicitacao da disot;382.00;75.55;343.00;11.37;2021;prpr
5;considerando a necessidade de obtencao rapida do material assim como a dificuldade que estavamos tendo em comprar atraves de dispensa de licitacao pois as empresas estavam solicitando o pagamento em dinheiro ou cartao nao aceitando dessa forma o pagamento posterior atraves de empenho;381.91;75.55;343.00;11.34;2020;prrj
10;necessidade de instalacao urgente de dispensers para alcool gel;202.30;34.55;181.78;11.29;2020;prr4 regiao
11;canaleta ctampa 20 x 10 x 2000 auto adesiva na 50 unidades;200.00;33.80;180.00;11.11;2017;
6;conforme historico das pendencias contratuais da contratada riomix relatadas inicialmente na comunicacao interna n 902019 prmcpqsp000138112019 especialmente a nao entrega de material de limpeza e higienizacao no mes de novembro encontrase esta prm em estado de total falta de produtos para a continuidade adequadado contrato n 502017outrossim a contratada nao entregou a remessa de material do mes de dezembro intensificando nossa necessidade de compra emergencial dosprincipais produtos de limpeza por pelo menos mais uma semana no aguardo da contratacao do segundo colocado no certame;440.00;82.80;396.03;11.10;2019;prsp
1;lente para ascom;149.00;11.60;134.35;10.90;2019;prr5 regiao
9;bacia sanitaria;227.00;42.00;204.85;10.81;2016;
17;substituicao de 01 aparelho de ar condicionado e manutencao de outro aparelho imprescindivel para evitar superaquecimento equipamentos de informatica na sala;460.00;90.00;415.15;10.80;2019;prrs
17;servico emergencial de manutencao nas instalacoes eletricas da prmspa com utilizacao de material e revisao de toda a rede eletrica realizada em dia nao util  01112019;460.00;90.00;415.15;10.80;2019;prrj
1;aquisicao de rodas giratorias para carrinho de transporte de carga desta prrj;148.80;11.60;134.35;10.76;2018;
14;demanda do gabinete do procurador chefe por chapas de cortica para utilizacao no mural do hall da recepcao do gabinete do procuradorchefe;426.24;69.98;384.90;10.74;2019;prms
7;tratase de aquisicao de materias e ferrementas para o conserto da tubulacao das duas bombas dagua da procuradoria da republica em itajai;323.68;80.00;292.50;10.66;2021;prsc
4;demanda de pequena monta;392.00;67.26;355.00;10.42;2018;
3;o aparelho de ar condicionado da sala de equipamentos da prmpfundo apresentou problemas e precisou ser substituido com urgencia pois necessita ficar ligado dia e noite;440.00;74.90;399.45;10.15;2019;prrs
10;aquisicao de moldura;200.00;34.55;181.78;10.02;2019;prr4 regiao
10;08 metros quadrados de vidro laminado 4x4 bronze;200.00;34.55;181.78;10.02;2016;
10;lona para ser utilizada para servico de pintura cobrir os imobiliarios;200.00;34.55;181.78;10.02;2017;
10;compra de lona plastica preta 4 x 100 para servico de pintura  02 unidades;200.00;34.55;181.78;10.02;2016;
10;aquisicao de cordao de bolinha base para cortina de lamina vertical para atender a prrj em razao de nao possuirmos em nosso almoxarifado;200.00;34.55;181.78;10.02;2019;prrj
10;suporte optico cd 100un print plus suporte optico c 052x61 00br sh 100 dmpr;200.00;34.55;181.78;10.02;2016;
5;acucar itamarati pacote 2kg cristal;377.30;75.55;343.00;10.00;2016;
12;envelope saco 31 x 41 na 240 unidades;204.00;31.00;185.55;9.94;2017;
16;aquisicao de materiais hidraulicos;362.75;66.02;330.00;9.92;2018;
5;acucar itamarati pacote 2kg cristal;377.00;75.55;343.00;9.91;2016;
16;material para reparos e manutencao da prm monteiro;362.50;66.02;330.00;9.85;2021;prpb
2;aquisicao de alcool em gel;419.40;93.80;381.85;9.83;2021;prrj
2;aquisicao de alcool em gel 70;419.40;93.80;381.85;9.83;2021;prrj
5;nao ha contrato vigente para o objeto;376.00;75.55;343.00;9.62;2018;
17;material para manutencao de cameras;455.00;90.00;415.15;9.60;2018;
7;garrafoes de agua para pre;320.00;80.00;292.50;9.40;2019;prba
9;aquisicao de materiais hidraulicos para troca do registro do vaso sanitario no edificio patriarca;224.00;42.00;204.85;9.35;2017;
9;aquisicao de materiais hidraulicos para troca do registro do vaso sanitario no edificio patriarca;224.00;42.00;204.85;9.35;2017;
17;a prm jundiai mudou de sede e precisava reparar a cerca eletrica da antiga sede para regularizacao das pendencias daquele contrato de aluguel;453.53;90.00;415.15;9.24;2021;prsp
18;materiais para uso manutencao predial;249.90;48.00;228.78;9.23;2018;
0;oleo hidraulico para o elevador de veiculos;460.00;90.00;421.55;9.12;2021;prrj
